Time,Latitude,Longitude,Accuracy,Altitude,VerticalAccuracy,Velocity,Heading,DetectedActivties,UNKNOWN,STILL,TILTING,ON_FOOT,WALKING,RUNNING,IN_VEHICLE,ON_BICYCLE,IN_ROAD_VEHICLE,IN_RAIL_VEHICLE,IN_TWO_WHEELER_VEHICLE,IN_FOUR_WHEELER_VEHICLE
2021-11-27 00:15:08,-34.55126080,-58.45243060,35,5,12,,,0,,,,,,,,,,,,
2021-11-27 00:17:34,-34.54864630,-58.45502640,32,6,3,1,308,0,,,,,,,,,,,,
2021-11-27 00:19:46,-34.54216740,-58.46255460,32,8,3,15,319,0,,,,,,,,,,,,
2021-11-27 00:22:03,-34.53294630,-58.46805690,32,6,3,3,,0,,,,,,,,,,,,
2021-11-27 00:24:07,-34.52392320,-58.47268460,32,10,3,0,340,0,,,,,,,,,,,,
2021-11-27 00:26:57,-34.51443230,-58.47678220,32,10,3,13,340,0,,,,,,,,,,,,
2021-11-27 00:29:24,-34.51118950,-58.47809130,16,8,3,0,337,0,,,,,,,,,,,,
2021-11-27 00:33:27,-34.51182750,-58.47980740,32,10,3,6,238,0,,,,,,,,,,,,
2021-11-27 00:35:39,-34.51533470,-58.48683640,16,18,3,5,239,0,,,,,,,,,,,,
2021-11-27 00:38:04,-34.51625990,-58.49849950,68,,,,,0,,,,,,,,,,,,
2021-11-27 00:38:15,-34.51649940,-58.49631130,32,26,5,1,331,0,,,,,,,,,,,,
2021-11-27 00:40:32,-34.51636950,-58.49859190,6,27,3,0,239,0,,,,,,,,,,,,
2021-11-27 00:42:43,-34.51613260,-58.49879170,35,27,2,,,0,,,,,,,,,,,,
2021-11-27 04:10:10,-34.51617000,-58.49877000,35,25,5,,,0,,,,,,,,,,,,
2021-11-27 04:44:48,-34.51616550,-58.49882220,35,25,6,,,0,,,,,,,,,,,,
2021-11-27 05:15:55,-34.51670770,-58.49935010,35,24,8,,,0,,,,,,,,,,,,
2021-11-27 05:16:41,-34.51625990,-58.49849950,68,,,,,0,,,,,,,,,,,,
2021-11-27 05:17:50,-34.51327060,-58.49416790,8,26,3,4,64,0,,,,,,,,,,,,
2021-11-27 05:20:00,-34.51203350,-58.49007530,16,28,3,0,154,0,,,,,,,,,,,,
2021-11-27 05:22:07,-34.51864480,-58.48710300,16,20,3,1,59,0,,,,,,,,,,,,
2021-11-27 05:24:23,-34.52252400,-58.48192820,24,24,3,8,149,0,,,,,,,,,,,,
2021-11-27 05:26:28,-34.52970000,-58.47732460,32,20,3,5,149,0,,,,,,,,,,,,
2021-11-27 05:28:41,-34.53282330,-58.47147270,16,16,3,11,59,0,,,,,,,,,,,,
2021-11-27 05:30:51,-34.53819340,-58.46542210,12,9,3,15,153,0,,,,,,,,,,,,
2021-11-27 05:32:57,-34.54719810,-58.45682130,12,6,3,4,135,0,,,,,,,,,,,,
2021-11-27 05:35:01,-34.55076740,-58.45292690,8,6,3,9,139,0,,,,,,,,,,,,
2021-11-27 05:37:46,-34.56308340,-58.43779800,32,20,4,19,112,0,,,,,,,,,,,,
2021-11-27 05:39:30,-34.56985440,-58.43228630,35,,,,,0,,,,,,,,,,,,
2021-11-27 05:40:11,-34.57122380,-58.43257600,24,7,3,6,126,0,,,,,,,,,,,,
2021-11-27 05:42:09,-34.57058190,-58.43239560,35,7,2,,,0,,,,,,,,,,,,
2021-11-27 05:45:20,-34.57016700,-58.43241370,31,9,1,,,0,,,,,,,,,,,,
2021-11-27 05:49:38,-34.57046840,-58.43238140,35,9,1,,,0,,,,,,,,,,,,
2021-11-27 05:55:54,-34.57059680,-58.43210220,35,9,2,,,0,,,,,,,,,,,,
2021-11-27 05:58:00,-34.57016700,-58.43241370,31,9,2,,,0,,,,,,,,,,,,
2021-11-27 06:11:20,-34.57124260,-58.43205510,35,8,2,,,0,,,,,,,,,,,,
2021-11-27 06:14:03,-34.57007050,-58.43100380,38,8,2,,,0,,,,,,,,,,,,
2021-11-27 06:16:30,-34.57039960,-58.43180190,35,8,2,,,0,,,,,,,,,,,,
2021-11-27 06:18:41,-34.57056450,-58.43155490,35,8,3,,,0,,,,,,,,,,,,
2021-11-27 06:21:30,-34.57069610,-58.43183430,35,22,2,,,0,,,,,,,,,,,,
2021-11-27 06:27:22,-34.57016700,-58.43241370,31,18,2,,,0,,,,,,,,,,,,
2021-11-27 06:40:51,-34.57016700,-58.43241370,31,22,2,,,0,,,,,,,,,,,,
2021-11-27 08:58:35,-34.57068040,-58.43183770,35,23,6,,,0,,,,,,,,,,,,
2021-11-27 09:00:50,-34.57061060,-58.43218590,35,22,5,,,0,,,,,,,,,,,,
2021-11-27 09:03:04,-34.57069870,-58.43193700,39,22,2,,,0,,,,,,,,,,,,
2021-11-27 09:35:06,-34.57016700,-58.43241370,31,22,6,,,0,,,,,,,,,,,,
2021-11-27 09:39:43,-34.57073590,-58.43174260,35,22,7,,,0,,,,,,,,,,,,
2021-11-27 09:55:02,-34.57061060,-58.43218590,35,22,5,,,0,,,,,,,,,,,,
2021-11-27 09:57:16,-34.57069870,-58.43193700,39,22,2,,,0,,,,,,,,,,,,
2021-11-27 10:29:17,-34.57016700,-58.43241370,31,22,6,,,0,,,,,,,,,,,,
2021-11-27 10:33:55,-34.57073590,-58.43174260,35,22,7,,,0,,,,,,,,,,,,
2021-11-27 10:34:06,-34.57071920,-58.43182760,35,22,9,,,0,,,,,,,,,,,,
2021-11-27 10:44:22,-34.57016700,-58.43241370,31,20,7,,,0,,,,,,,,,,,,
2021-11-27 11:31:28,-34.57016700,-58.43241370,31,20,6,,,0,,,,,,,,,,,,
2021-11-27 11:46:35,-34.57016700,-58.43241370,31,20,7,,,0,,,,,,,,,,,,
2021-11-27 11:51:33,-34.57016700,-58.43241370,31,20,8,,,0,,,,,,,,,,,,
2021-11-27 12:19:07,-34.57016700,-58.43241370,31,20,10,,,0,,,,,,,,,,,,
2021-11-27 12:26:01,-34.57016700,-58.43241370,31,20,8,,,0,,,,,,,,,,,,
2021-11-27 12:41:09,-34.57016700,-58.43241370,31,20,8,,,0,,,,,,,,,,,,
2021-11-27 12:43:15,-34.57016700,-58.43241370,31,20,9,,,0,,,,,,,,,,,,
2021-11-27 12:51:53,-34.57016700,-58.43241370,31,20,8,,,0,,,,,,,,,,,,
2021-11-27 13:36:48,-34.57016700,-58.43241370,31,20,10,,,0,,,,,,,,,,,,
2021-11-27 14:24:06,-34.57062230,-58.43194450,35,18,12,,,0,,,,,,,,,,,,
2021-11-27 14:49:05,-34.57040060,-58.43184440,44,7,13,,,0,,,,,,,,,,,,
2021-11-27 14:52:07,-34.57092330,-58.43179650,35,7,15,,,0,,,,,,,,,,,,
2021-11-27 14:53:03,-34.57057850,-58.43222780,43,,,,,0,,,,,,,,,,,,
2021-11-27 14:54:18,-34.57031310,-58.43418700,35,9,14,,,0,,,,,,,,,,,,
2021-11-27 14:57:02,-34.56702560,-58.43093800,16,7,3,11,124,0,,,,,,,,,,,,
2021-11-27 14:59:02,-34.57118390,-58.42364650,16,-8,4,14,114,0,,,,,,,,,,,,
2021-11-27 15:01:54,-34.57809160,-58.40817620,32,8,3,5,117,0,,,,,,,,,,,,
2021-11-27 15:03:57,-34.58245650,-58.40522260,32,10,3,6,111,0,,,,,,,,,,,,
2021-11-27 15:06:01,-34.57702310,-58.40280410,47,,,,,0,,,,,,,,,,,,
2021-11-27 15:10:36,-34.57708690,-58.40295510,35,8,2,,,0,,,,,,,,,,,,
2021-11-27 15:20:59,-34.57729370,-58.40323900,35,11,2,,,0,,,,,,,,,,,,
2021-11-27 15:32:23,-34.57711340,-58.40307180,35,9,2,,,0,,,,,,,,,,,,
2021-11-27 15:35:14,-34.57827870,-58.40426700,35,11,2,,,0,,,,,,,,,,,,
2021-11-27 15:35:22,-34.57732110,-58.40315920,50,,,,,0,,,,,,,,,,,,
2021-11-27 15:41:20,-34.58212860,-58.40145510,42,11,2,,,0,,,,,,,,,,,,
2021-11-27 15:43:48,-34.58526660,-58.38844750,35,14,2,,,0,,,,,,,,,,,,
2021-11-27 15:46:20,-34.58693700,-58.38529250,24,2,40,,,0,,,,,,,,,,,,
2021-11-27 15:48:36,-34.58818150,-58.38296780,32,10,4,10,123,0,,,,,,,,,,,,
2021-11-27 15:51:02,-34.59441150,-58.38246370,32,,,,,0,,,,,,,,,,,,
2021-11-27 15:51:11,-34.59287590,-58.38270240,32,26,3,3,178,0,,,,,,,,,,,,
2021-11-27 15:53:42,-34.59397850,-58.38594270,35,25,2,,,0,,,,,,,,,,,,
2021-11-27 15:56:30,-34.59434770,-58.38301600,35,27,2,,,0,,,,,,,,,,,,
2021-11-27 15:58:03,-34.59422160,-58.38112420,32,,,,,0,,,,,,,,,,,,
2021-11-27 16:00:57,-34.59452540,-58.37995370,35,23,2,,,0,,,,,,,,,,,,
2021-11-27 16:03:02,-34.59414910,-58.38072300,35,25,2,,,0,,,,,,,,,,,,
2021-11-27 16:14:34,-34.59416230,-58.38123160,35,27,2,,,0,,,,,,,,,,,,
2021-11-27 16:23:24,-34.59422050,-58.38182490,35,27,1,,,0,,,,,,,,,,,,
2021-11-27 16:25:26,-34.59433690,-58.38176070,36,27,2,,,0,,,,,,,,,,,,
2021-11-27 16:48:25,-34.59420190,-58.38134180,35,47,3,,,0,,,,,,,,,,,,
2021-11-27 17:01:44,-34.59413800,-58.38075460,35,29,3,,,0,,,,,,,,,,,,
2021-11-27 17:07:35,-34.59426850,-58.38109810,79,,,,,0,,,,,,,,,,,,
2021-11-27 17:11:23,-34.58736280,-58.38428890,40,17,3,,,0,,,,,,,,,,,,
2021-11-27 17:13:33,-34.58089210,-58.39781430,48,14,139,12,,0,,,,,,,,,,,,
2021-11-27 17:18:09,-34.56669240,-58.41785530,32,4,3,12,,0,,,,,,,,,,,,
2021-11-27 17:25:28,-34.55479950,-58.43962440,35,17,3,,,0,,,,,,,,,,,,
2021-11-27 17:26:51,-34.55896210,-58.44575350,37,,,,,0,,,,,,,,,,,,
2021-11-27 17:27:34,-34.55883930,-58.44599760,109,17,3,,,0,,,,,,,,,,,,
2021-11-27 17:30:33,-34.55888800,-58.44578010,35,20,4,,,0,,,,,,,,,,,,
2021-11-27 17:34:19,-34.56046540,-58.44461290,32,,,,,0,,,,,,,,,,,,
2021-11-27 17:37:09,-34.56385330,-58.43902210,35,21,4,,,0,,,,,,,,,,,,
2021-11-27 17:40:22,-34.56225560,-58.44159920,24,21,68,16,286,0,,,,,,,,,,,,
2021-11-27 17:43:32,-34.55567370,-58.43869300,36,22,4,,,0,,,,,,,,,,,,
2021-11-27 17:45:35,-34.55162480,-58.44030810,24,3,3,7,,0,,,,,,,,,,,,
2021-11-27 17:47:49,-34.55204540,-58.44941990,16,6,3,11,235,0,,,,,,,,,,,,
2021-11-27 17:49:47,-34.55620230,-58.44814860,35,22,4,,,0,,,,,,,,,,,,
2021-11-27 17:51:42,-34.56443500,-58.43524880,35,24,2,,,0,,,,,,,,,,,,
2021-11-27 17:54:00,-34.56755280,-58.43050850,64,4,3,5,,0,,,,,,,,,,,,
2021-11-27 17:55:06,-34.57059530,-58.43225930,36,,,,,0,,,,,,,,,,,,
2021-11-27 17:56:16,-34.57077820,-58.43170620,35,22,4,,,0,,,,,,,,,,,,
2021-11-27 17:58:47,-34.57074300,-58.43183540,35,25,3,,,0,,,,,,,,,,,,
2021-11-27 18:36:00,-34.57058260,-58.43222890,35,39,1,,,0,,,,,,,,,,,,
2021-11-27 18:44:43,-34.57016700,-58.43241370,31,39,5,,,0,,,,,,,,,,,,
2021-11-27 19:19:40,-34.57016700,-58.43241370,31,39,5,,,0,,,,,,,,,,,,
2021-11-27 21:07:55,-34.57061510,-58.43163250,35,24,9,,,0,,,,,,,,,,,,
2021-11-27 21:12:28,-34.57130920,-58.43248120,35,24,7,,,0,,,,,,,,,,,,
2021-11-27 21:14:54,-34.57212290,-58.43282060,35,22,10,,,0,,,,,,,,,,,,
2021-11-27 21:19:07,-34.57204690,-58.43273230,35,25,9,,,0,,,,,,,,,,,,
2021-11-27 21:21:29,-34.57146690,-58.43233260,35,23,6,,,0,,,,,,,,,,,,
2021-11-27 21:24:12,-34.57032450,-58.43135410,35,23,9,,,0,,,,,,,,,,,,
2021-11-27 21:26:49,-34.57033240,-58.43130450,39,23,9,,,0,,,,,,,,,,,,
2021-11-27 21:28:52,-34.57025360,-58.43206460,35,23,7,,,0,,,,,,,,,,,,
2021-11-27 21:31:24,-34.57062690,-58.43195550,35,37,8,,,0,,,,,,,,,,,,
2021-11-27 21:33:54,-34.57066670,-58.43184290,35,38,8,,,0,,,,,,,,,,,,
2021-11-27 21:36:01,-34.57016700,-58.43241370,31,22,9,,,0,,,,,,,,,,,,
2021-11-27 22:13:40,-34.57061330,-58.43160410,35,20,9,,,0,,,,,,,,,,,,
2021-11-27 22:17:23,-34.57069730,-58.43189090,35,34,9,,,0,,,,,,,,,,,,
2021-11-27 22:20:47,-34.57057270,-58.43222020,35,31,7,,,0,,,,,,,,,,,,
2021-11-27 22:27:12,-34.57057030,-58.43225360,35,31,5,,,0,,,,,,,,,,,,
2021-11-27 22:32:30,-34.57016700,-58.43241370,31,31,9,,,0,,,,,,,,,,,,
2021-11-27 22:36:34,-34.57059820,-58.43217280,35,31,9,,,0,,,,,,,,,,,,
2021-11-27 22:38:40,-34.57016700,-58.43241370,31,30,4,,,0,,,,,,,,,,,,
2021-11-27 23:43:33,-34.57016700,-58.43241370,31,35,3,,,0,,,,,,,,,,,,
2021-11-28 00:17:44,-34.57060300,-58.43225140,35,29,10,,,0,,,,,,,,,,,,
2021-11-28 00:25:12,-34.57016700,-58.43241370,31,29,10,,,0,,,,,,,,,,,,
2021-11-28 00:27:21,-34.57056920,-58.43223890,35,16,9,,,0,,,,,,,,,,,,
2021-11-28 02:18:50,-34.57029770,-58.43130570,35,13,14,,,0,,,,,,,,,,,,
2021-11-28 02:22:52,-34.57047260,-58.43169990,35,13,12,,,0,,,,,,,,,,,,
2021-11-28 02:26:12,-34.57169170,-58.43247830,35,13,13,,,0,,,,,,,,,,,,
2021-11-28 02:35:04,-34.57172540,-58.43251580,35,15,12,,,0,,,,,,,,,,,,
2021-11-28 02:37:35,-34.57081250,-58.43168410,35,15,16,,,0,,,,,,,,,,,,
2021-11-28 02:39:43,-34.57065230,-58.43203350,35,31,11,,,0,,,,,,,,,,,,
2021-11-28 03:16:24,-34.57058560,-58.43231800,35,23,12,,,0,,,,,,,,,,,,
2021-11-28 03:45:41,-34.57065890,-58.43200530,35,11,14,,,0,,,,,,,,,,,,
2021-11-28 04:12:12,-34.57016700,-58.43241370,31,16,7,,,0,,,,,,,,,,,,
2021-11-28 05:09:03,-34.57016700,-58.43241370,31,10,11,,,0,,,,,,,,,,,,
2021-11-28 05:21:08,-34.57016700,-58.43241370,31,12,10,,,0,,,,,,,,,,,,
2021-11-28 07:25:59,-34.57016700,-58.43241370,31,9,10,,,0,,,,,,,,,,,,
2021-11-28 07:34:51,-34.57016700,-58.43241370,31,9,12,,,0,,,,,,,,,,,,
2021-11-28 07:55:18,-34.57016700,-58.43241370,31,10,15,,,0,,,,,,,,,,,,
2021-11-28 09:21:36,-34.57016700,-58.43241370,31,10,16,,,0,,,,,,,,,,,,
2021-11-28 10:08:07,-34.57016700,-58.43241370,31,9,6,,,0,,,,,,,,,,,,
2021-11-28 10:18:10,-34.57016700,-58.43241370,31,10,13,,,0,,,,,,,,,,,,
2021-11-28 13:02:43,-34.57016700,-58.43241370,31,9,11,,,0,,,,,,,,,,,,
2021-11-28 13:27:32,-34.57016700,-58.43241370,31,9,12,,,0,,,,,,,,,,,,
2021-11-28 13:33:45,-34.57016700,-58.43241370,31,10,14,,,0,,,,,,,,,,,,
2021-11-28 13:39:52,-34.57016700,-58.43241370,31,10,14,,,0,,,,,,,,,,,,
2021-11-28 13:44:03,-34.57016700,-58.43241370,31,10,13,,,0,,,,,,,,,,,,
2021-11-28 13:48:11,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-28 13:59:25,-34.57061140,-58.43209180,35,10,15,,,0,,,,,,,,,,,,
2021-11-28 14:02:04,-34.57056830,-58.43226910,39,,,,,0,,,,,,,,,,,,
2021-11-28 14:03:44,-34.56943630,-58.43643860,16,9,3,8,322,0,,,,,,,,,,,,
2021-11-28 14:06:01,-34.56324150,-58.43850720,35,9,2,,,0,,,,,,,,,,,,
2021-11-28 14:08:11,-34.55798860,-58.44264760,35,9,2,,,0,,,,,,,,,,,,
2021-11-28 14:09:16,-34.55302780,-58.43906010,86,,,,,0,,,,,,,,,,,,
2021-11-28 14:10:25,-34.55307650,-58.43917300,35,9,2,,,0,,,,,,,,,,,,
2021-11-28 14:16:48,-34.55302920,-58.43906970,86,9,2,,,0,,,,,,,,,,,,
2021-11-28 14:31:47,-34.55316480,-58.43728430,35,9,2,,,0,,,,,,,,,,,,
2021-11-28 14:32:20,-34.55318300,-58.43904230,88,,,,,0,,,,,,,,,,,,
2021-11-28 14:33:54,-34.55847170,-58.44581910,35,9,2,,,0,,,,,,,,,,,,
2021-11-28 14:39:15,-34.57056380,-58.43225310,31,,,,,0,,,,,,,,,,,,
2021-11-28 14:41:37,-34.57047780,-58.43237830,35,11,2,,,0,,,,,,,,,,,,
2021-11-28 14:44:36,-34.57070240,-58.43189170,35,28,2,,,0,,,,,,,,,,,,
2021-11-28 14:58:18,-34.57074050,-58.43181600,35,28,3,,,0,,,,,,,,,,,,
2021-11-28 15:01:31,-34.57016700,-58.43241370,31,28,3,,,0,,,,,,,,,,,,
2021-11-28 15:03:49,-34.57072550,-58.43185580,35,28,2,,,0,,,,,,,,,,,,
2021-11-28 15:07:51,-34.57072790,-58.43176310,35,28,3,,,0,,,,,,,,,,,,
2021-11-28 15:10:40,-34.57071280,-58.43189030,35,28,2,,,0,,,,,,,,,,,,
2021-11-28 15:12:42,-34.57074550,-58.43185510,35,28,3,,,0,,,,,,,,,,,,
2021-11-28 15:14:47,-34.57069590,-58.43187570,35,28,2,,,0,,,,,,,,,,,,
2021-11-28 15:19:22,-34.57079980,-58.43183090,35,28,3,,,0,,,,,,,,,,,,
2021-11-28 15:24:12,-34.57016700,-58.43241370,31,28,2,,,0,,,,,,,,,,,,
2021-11-28 15:46:52,-34.57076900,-58.43179960,35,30,3,,,0,,,,,,,,,,,,
2021-11-28 15:48:56,-34.57016700,-58.43241370,31,30,3,,,0,,,,,,,,,,,,
2021-11-28 16:06:26,-34.57056360,-58.43220920,35,30,4,,,0,,,,,,,,,,,,
2021-11-28 17:23:31,-34.57016700,-58.43241370,31,31,3,,,0,,,,,,,,,,,,
2021-11-28 17:40:32,-34.57016700,-58.43241370,31,29,2,,,0,,,,,,,,,,,,
2021-11-28 17:46:06,-34.57016700,-58.43241370,31,31,5,,,0,,,,,,,,,,,,
2021-11-28 17:56:05,-34.57016700,-58.43241370,31,31,6,,,0,,,,,,,,,,,,
2021-11-28 18:20:01,-34.57016700,-58.43241370,31,35,2,,,0,,,,,,,,,,,,
2021-11-28 18:25:21,-34.57058070,-58.43227270,35,34,1,,,0,,,,,,,,,,,,
2021-11-28 18:31:23,-34.57016700,-58.43241370,31,33,6,,,0,,,,,,,,,,,,
2021-11-28 18:33:53,-34.57016700,-58.43241370,31,36,2,,,0,,,,,,,,,,,,
2021-11-28 18:47:53,-34.57076150,-58.43173480,35,36,7,,,0,,,,,,,,,,,,
2021-11-28 18:55:18,-34.57063520,-58.43199540,35,34,6,,,0,,,,,,,,,,,,
2021-11-28 18:58:26,-34.57016700,-58.43241370,31,21,7,,,0,,,,,,,,,,,,
2021-11-28 19:35:17,-34.57052940,-58.43158070,35,26,9,,,0,,,,,,,,,,,,
2021-11-28 19:42:58,-34.57069560,-58.43162520,35,30,10,,,0,,,,,,,,,,,,
2021-11-28 19:45:16,-34.57058780,-58.43291470,32,4,3,0,,0,,,,,,,,,,,,
2021-11-28 19:48:59,-34.57104420,-58.43294730,35,27,10,,,0,,,,,,,,,,,,
2021-11-28 19:51:27,-34.57073160,-58.43164210,35,27,10,,,0,,,,,,,,,,,,
2021-11-28 19:53:53,-34.57071770,-58.43170060,35,43,6,,,0,,,,,,,,,,,,
2021-11-28 19:58:26,-34.57074490,-58.43171620,35,43,8,,,0,,,,,,,,,,,,
2021-11-28 20:00:57,-34.57016700,-58.43241370,31,43,7,,,0,,,,,,,,,,,,
2021-11-28 20:14:00,-34.57016700,-58.43241370,31,43,8,,,0,,,,,,,,,,,,
2021-11-28 21:39:36,-34.57016700,-58.43241370,31,45,3,,,0,,,,,,,,,,,,
2021-11-28 21:54:33,-34.57056150,-58.43221540,35,45,4,,,0,,,,,,,,,,,,
2021-11-28 22:02:28,-34.57016700,-58.43241370,31,45,4,,,0,,,,,,,,,,,,
2021-11-28 22:05:20,-34.57016700,-58.43241370,31,45,10,,,0,,,,,,,,,,,,
2021-11-28 22:07:25,-34.57016700,-58.43241370,31,45,10,,,0,,,,,,,,,,,,
2021-11-28 22:18:10,-34.57016700,-58.43241370,31,45,10,,,0,,,,,,,,,,,,
2021-11-28 22:21:42,-34.57016700,-58.43241370,31,45,10,,,0,,,,,,,,,,,,
2021-11-28 22:35:47,-34.57016700,-58.43241370,31,45,11,,,0,,,,,,,,,,,,
2021-11-28 22:38:26,-34.57057720,-58.43227290,35,43,4,,,0,,,,,,,,,,,,
2021-11-28 22:50:09,-34.57087020,-58.43170840,35,32,14,,,0,,,,,,,,,,,,
2021-11-28 22:52:17,-34.57167090,-58.43164090,35,31,13,,,0,,,,,,,,,,,,
2021-11-28 22:55:47,-34.57144410,-58.43220290,35,32,11,,,0,,,,,,,,,,,,
2021-11-28 22:57:51,-34.57016700,-58.43241370,31,31,10,,,0,,,,,,,,,,,,
2021-11-28 23:07:28,-34.57052090,-58.43159460,35,30,10,,,0,,,,,,,,,,,,
2021-11-28 23:11:53,-34.57108610,-58.43189060,35,31,14,,,0,,,,,,,,,,,,
2021-11-28 23:15:23,-34.57112770,-58.43197330,35,28,14,,,0,,,,,,,,,,,,
2021-11-28 23:33:46,-34.57061150,-58.43203240,35,44,11,,,0,,,,,,,,,,,,
2021-11-28 23:39:28,-34.57016700,-58.43241370,31,42,11,,,0,,,,,,,,,,,,
2021-11-28 23:42:12,-34.57016700,-58.43241370,31,42,12,,,0,,,,,,,,,,,,
2021-11-29 00:30:51,-34.57016700,-58.43241370,31,17,3,,,0,,,,,,,,,,,,
2021-11-29 00:37:10,-34.57016700,-58.43241370,31,36,7,,,0,,,,,,,,,,,,
2021-11-29 00:42:24,-34.57068020,-58.43197160,35,33,7,,,0,,,,,,,,,,,,
2021-11-29 01:07:54,-34.57068520,-58.43197910,35,24,12,,,0,,,,,,,,,,,,
2021-11-29 01:10:17,-34.57071630,-58.43192620,35,32,13,,,0,,,,,,,,,,,,
2021-11-29 01:14:43,-34.57016850,-58.43116560,35,24,16,,,0,,,,,,,,,,,,
2021-11-29 01:18:38,-34.57057020,-58.43092890,64,6,3,0,,0,,,,,,,,,,,,
2021-11-29 01:20:41,-34.57128830,-58.43210500,35,27,15,,,0,,,,,,,,,,,,
2021-11-29 01:23:26,-34.57224570,-58.43305590,24,8,3,0,,0,,,,,,,,,,,,
2021-11-29 01:26:19,-34.57198110,-58.43270440,35,27,15,,,0,,,,,,,,,,,,
2021-11-29 01:32:41,-34.57052070,-58.43162410,35,23,15,,,0,,,,,,,,,,,,
2021-11-29 01:35:10,-34.57066070,-58.43182300,35,15,10,,,0,,,,,,,,,,,,
2021-11-29 01:37:36,-34.57074450,-58.43188650,35,33,14,,,0,,,,,,,,,,,,
2021-11-29 01:39:34,-34.57066250,-58.43202060,35,13,12,,,0,,,,,,,,,,,,
2021-11-29 01:44:41,-34.57069390,-58.43199130,35,28,13,,,0,,,,,,,,,,,,
2021-11-29 01:54:52,-34.57068220,-58.43203730,35,13,14,,,0,,,,,,,,,,,,
2021-11-29 02:02:21,-34.57016700,-58.43241370,31,25,15,,,0,,,,,,,,,,,,
2021-11-29 02:04:50,-34.57069030,-58.43194270,35,17,12,,,0,,,,,,,,,,,,
2021-11-29 02:07:38,-34.57057570,-58.43224670,35,14,13,,,0,,,,,,,,,,,,
2021-11-29 02:18:54,-34.57069900,-58.43197280,35,19,7,,,0,,,,,,,,,,,,
2021-11-29 02:23:15,-34.57062930,-58.43205340,35,12,14,,,0,,,,,,,,,,,,
2021-11-29 02:25:30,-34.57016700,-58.43241370,31,10,16,,,0,,,,,,,,,,,,
2021-11-29 02:25:59,-34.57062930,-58.43205340,35,12,14,,,0,,,,,,,,,,,,
2021-11-29 02:28:14,-34.57016700,-58.43241370,31,10,16,,,0,,,,,,,,,,,,
2021-11-29 02:30:13,-34.57067890,-58.43197480,35,15,14,,,0,,,,,,,,,,,,
2021-11-29 02:32:17,-34.57065200,-58.43199510,35,10,14,,,0,,,,,,,,,,,,
2021-11-29 02:32:57,-34.57067890,-58.43197480,35,15,14,,,0,,,,,,,,,,,,
2021-11-29 02:35:01,-34.57065200,-58.43199510,35,10,14,,,0,,,,,,,,,,,,
2021-11-29 02:43:04,-34.57016700,-58.43241370,31,42,14,,,0,,,,,,,,,,,,
2021-11-29 02:45:48,-34.57016700,-58.43241370,31,42,14,,,0,,,,,,,,,,,,
2021-11-29 02:46:18,-34.57075320,-58.43179680,35,10,12,,,0,,,,,,,,,,,,
2021-11-29 03:52:48,-34.57016700,-58.43241370,31,10,14,,,0,,,,,,,,,,,,
2021-11-29 03:55:54,-34.57015850,-58.43115670,35,9,15,,,0,,,,,,,,,,,,
2021-11-29 04:00:00,-34.57049040,-58.43157560,35,7,15,,,0,,,,,,,,,,,,
2021-11-29 04:04:49,-34.57191960,-58.43262860,35,11,14,,,0,,,,,,,,,,,,
2021-11-29 04:07:40,-34.57215330,-58.43278630,35,9,15,,,0,,,,,,,,,,,,
2021-11-29 04:10:45,-34.57066120,-58.43161840,35,9,15,,,0,,,,,,,,,,,,
2021-11-29 04:14:06,-34.56938040,-58.43193760,35,7,14,,,0,,,,,,,,,,,,
2021-11-29 04:17:32,-34.57016700,-58.43241370,31,10,12,,,0,,,,,,,,,,,,
2021-11-29 04:21:37,-34.57074010,-58.43173970,35,29,15,,,0,,,,,,,,,,,,
2021-11-29 04:43:36,-34.57016700,-58.43241370,31,12,14,,,0,,,,,,,,,,,,
2021-11-29 04:46:54,-34.57056620,-58.43221070,35,13,12,,,0,,,,,,,,,,,,
2021-11-29 04:49:50,-34.57016700,-58.43241370,31,15,6,,,0,,,,,,,,,,,,
2021-11-29 04:53:21,-34.57060840,-58.43245540,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 04:57:27,-34.57016700,-58.43241370,31,11,12,,,0,,,,,,,,,,,,
2021-11-29 05:01:12,-34.57058960,-58.43244340,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 05:04:29,-34.57016700,-58.43241370,31,8,10,,,0,,,,,,,,,,,,
2021-11-29 05:15:46,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 05:31:15,-34.57059950,-58.43245330,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 05:39:02,-34.57059520,-58.43245110,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 05:43:50,-34.57060020,-58.43247190,35,9,11,,,0,,,,,,,,,,,,
2021-11-29 05:46:24,-34.57060180,-58.43244590,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 06:00:35,-34.57016700,-58.43241370,31,9,15,,,0,,,,,,,,,,,,
2021-11-29 06:02:38,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 06:14:17,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 06:16:22,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
