Time,Latitude,Longitude,Accuracy,Altitude,VerticalAccuracy,Velocity,Heading,DetectedActivties,UNKNOWN,STILL,TILTING,ON_FOOT,WALKING,RUNNING,IN_VEHICLE,ON_BICYCLE,IN_ROAD_VEHICLE,IN_RAIL_VEHICLE,IN_TWO_WHEELER_VEHICLE,IN_FOUR_WHEELER_VEHICLE
2021-11-29 06:27:51,-34.57060730,-58.43245280,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 06:31:59,-34.57016700,-58.43241370,31,9,15,,,0,,,,,,,,,,,,
2021-11-29 06:36:27,-34.57058000,-58.43222470,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 06:41:09,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 06:47:39,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 06:59:46,-34.57016700,-58.43241370,31,9,11,,,0,,,,,,,,,,,,
2021-11-29 07:06:54,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 07:09:15,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 07:17:35,-34.57016700,-58.43241370,31,9,15,,,0,,,,,,,,,,,,
2021-11-29 07:20:51,-34.57016700,-58.43241370,31,9,12,,,0,,,,,,,,,,,,
2021-11-29 07:34:28,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 07:49:36,-34.57060100,-58.43245820,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 07:52:21,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 07:56:23,-34.57059570,-58.43245760,35,9,12,,,0,,,,,,,,,,,,
2021-11-29 07:58:24,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 08:01:03,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 08:14:38,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 08:18:54,-34.57059300,-58.43245490,35,9,12,,,0,,,,,,,,,,,,
2021-11-29 08:31:09,-34.57059140,-58.43246020,35,9,12,,,0,,,,,,,,,,,,
2021-11-29 08:34:36,-34.57016700,-58.43241370,31,8,14,,,0,,,,,,,,,,,,
2021-11-29 08:40:46,-34.57016700,-58.43241370,31,9,11,,,0,,,,,,,,,,,,
2021-11-29 08:43:25,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 08:48:42,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 09:03:36,-34.57016700,-58.43241370,31,9,6,,,0,,,,,,,,,,,,
2021-11-29 10:00:53,-34.57016700,-58.43241370,31,9,9,,,0,,,,,,,,,,,,
2021-11-29 10:23:45,-34.57059340,-58.43246130,35,9,9,,,0,,,,,,,,,,,,
2021-11-29 10:26:43,-34.57060320,-58.43246450,35,9,11,,,0,,,,,,,,,,,,
2021-11-29 10:30:56,-34.57059670,-58.43245500,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 10:32:59,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 10:38:38,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 10:50:33,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 10:52:41,-34.57061370,-58.43248090,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 10:58:32,-34.57016700,-58.43241370,31,9,12,,,0,,,,,,,,,,,,
2021-11-29 11:02:18,-34.57059020,-58.43246720,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 11:05:04,-34.57016700,-58.43241370,31,10,13,,,0,,,,,,,,,,,,
2021-11-29 11:07:38,-34.57059190,-58.43247730,35,9,5,,,0,,,,,,,,,,,,
2021-11-29 11:10:35,-34.57016700,-58.43241370,31,9,3,,,0,,,,,,,,,,,,
2021-11-29 11:13:37,-34.57060410,-58.43248970,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 11:16:27,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 11:20:31,-34.57059350,-58.43244000,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 11:27:20,-34.57059890,-58.43246570,35,9,13,,,0,,,,,,,,,,,,
2021-11-29 11:30:24,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 11:33:40,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 11:37:26,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 11:52:20,-34.57067470,-58.43203560,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 11:54:30,-34.57078490,-58.43187560,39,9,14,,,0,,,,,,,,,,,,
2021-11-29 11:57:30,-34.57076860,-58.43184380,35,9,12,,,0,,,,,,,,,,,,
2021-11-29 12:00:03,-34.57076560,-58.43184620,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 12:02:16,-34.57072510,-58.43198920,35,9,5,,,0,,,,,,,,,,,,
2021-11-29 12:07:33,-34.57062180,-58.43208830,42,9,14,,,0,,,,,,,,,,,,
2021-11-29 12:10:36,-34.57052290,-58.43286830,35,8,15,,,0,,,,,,,,,,,,
2021-11-29 12:12:55,-34.57130240,-58.43247750,35,8,15,,,0,,,,,,,,,,,,
2021-11-29 12:16:07,-34.57197500,-58.43268380,32,5,3,1,,0,,,,,,,,,,,,
2021-11-29 12:20:08,-34.57187790,-58.43264150,35,8,32,,,0,,,,,,,,,,,,
2021-11-29 12:26:45,-34.57039480,-58.43141340,35,7,17,,,0,,,,,,,,,,,,
2021-11-29 12:29:09,-34.57048040,-58.43141790,35,7,13,,,0,,,,,,,,,,,,
2021-11-29 12:33:20,-34.57060260,-58.43205620,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 12:35:45,-34.57000890,-58.43231580,32,6,3,,,0,,,,,,,,,,,,
2021-11-29 12:55:28,-34.57029130,-58.43205750,35,7,18,,,0,,,,,,,,,,,,
2021-11-29 12:57:42,-34.57047950,-58.43240470,35,8,16,,,0,,,,,,,,,,,,
2021-11-29 12:59:43,-34.57016700,-58.43241370,31,10,16,,,0,,,,,,,,,,,,
2021-11-29 13:02:18,-34.57058150,-58.43219850,40,,,,,0,,,,,,,,,,,,
2021-11-29 13:04:50,-34.57373360,-58.43242400,32,8,3,2,146,0,,,,,,,,,,,,
2021-11-29 13:07:07,-34.57582730,-58.43765880,32,13,3,3,310,0,,,,,,,,,,,,
2021-11-29 13:09:29,-34.57222220,-58.44297660,48,16,3,,308,0,,,,,,,,,,,,
2021-11-29 13:11:44,-34.57282550,-58.44654420,32,16,5,9,204,0,,,,,,,,,,,,
2021-11-29 13:14:14,-34.58024570,-58.45079390,32,23,3,1,205,0,,,,,,,,,,,,
2021-11-29 13:16:31,-34.57894300,-58.45575040,32,18,3,9,289,0,,,,,,,,,,,,
2021-11-29 13:18:34,-34.57833750,-58.45860440,32,15,3,1,273,0,,,,,,,,,,,,
2021-11-29 13:20:48,-34.57827540,-58.46120180,32,15,3,0,271,0,,,,,,,,,,,,
2021-11-29 13:23:02,-34.57781590,-58.47279990,32,20,3,13,285,0,,,,,,,,,,,,
2021-11-29 13:25:08,-34.57266360,-58.48351380,32,26,3,0,234,0,,,,,,,,,,,,
2021-11-29 13:27:42,-34.57453530,-58.48675810,32,27,3,9,234,0,,,,,,,,,,,,
2021-11-29 13:30:30,-34.58340090,-58.49764740,107,,,,,0,,,,,,,,,,,,
2021-11-29 13:35:39,-34.58383810,-58.49756020,14,29,3,1,138,0,,,,,,,,,,,,
2021-11-29 13:46:01,-34.58377150,-58.49722370,35,31,2,,,0,,,,,,,,,,,,
2021-11-29 13:56:52,-34.58372960,-58.49707310,35,32,2,,,0,,,,,,,,,,,,
2021-11-29 14:07:47,-34.58333770,-58.49726390,32,24,3,1,,0,,,,,,,,,,,,
2021-11-29 14:10:01,-34.58255970,-58.49592700,32,24,3,0,,0,,,,,,,,,,,,
2021-11-29 14:19:19,-34.58310100,-58.49699060,35,27,2,,,0,,,,,,,,,,,,
2021-11-29 14:58:57,-34.58262780,-58.49823290,35,28,2,,,0,,,,,,,,,,,,
2021-11-29 14:59:09,-34.58339070,-58.49751070,96,,,,,0,,,,,,,,,,,,
2021-11-29 15:05:04,-34.58169440,-58.49919500,35,31,3,,,0,,,,,,,,,,,,
2021-11-29 15:08:14,-34.58348630,-58.49764080,54,,,,,0,,,,,,,,,,,,
2021-11-29 15:09:24,-34.58349890,-58.49766160,35,31,3,,,0,,,,,,,,,,,,
2021-11-29 15:19:50,-34.58386910,-58.49725510,35,31,3,,,0,,,,,,,,,,,,
2021-11-29 15:22:02,-34.58358300,-58.49748980,32,29,3,1,,0,,,,,,,,,,,,
2021-11-29 15:25:59,-34.58326290,-58.49778270,66,,,,,0,,,,,,,,,,,,
2021-11-29 15:28:03,-34.58312660,-58.49074900,16,28,3,8,135,0,,,,,,,,,,,,
2021-11-29 15:30:12,-34.58876000,-58.48502960,16,28,3,1,142,0,,,,,,,,,,,,
2021-11-29 15:32:17,-34.59102580,-58.47852460,16,28,3,10,107,0,,,,,,,,,,,,
2021-11-29 15:34:33,-34.59104300,-58.46818880,8,27,3,6,53,0,,,,,,,,,,,,
2021-11-29 15:37:02,-34.58616650,-58.45816410,16,23,3,12,114,0,,,,,,,,,,,,
2021-11-29 15:39:54,-34.58854230,-58.45189180,32,22,3,12,113,0,,,,,,,,,,,,
2021-11-29 15:42:03,-34.58232450,-58.44873710,32,23,3,1,15,0,,,,,,,,,,,,
2021-11-29 15:44:07,-34.57621980,-58.44484840,32,17,3,0,39,0,,,,,,,,,,,,
2021-11-29 15:46:34,-34.57262920,-58.44123600,32,17,3,5,39,0,,,,,,,,,,,,
2021-11-29 15:48:39,-34.57508510,-58.43542900,32,13,3,7,53,0,,,,,,,,,,,,
2021-11-29 15:52:28,-34.57061130,-58.43221010,35,,,,,0,,,,,,,,,,,,
2021-11-29 15:54:25,-34.57094550,-58.43183650,48,21,6,,,0,,,,,,,,,,,,
2021-11-29 15:56:28,-34.57069580,-58.43169230,35,7,2,,,0,,,,,,,,,,,,
2021-11-29 16:00:10,-34.57016700,-58.43241370,31,23,2,,,0,,,,,,,,,,,,
2021-11-29 16:02:16,-34.57053160,-58.43240460,35,7,2,,,0,,,,,,,,,,,,
2021-11-29 16:06:15,-34.57067430,-58.43208440,80,7,1,,,0,,,,,,,,,,,,
2021-11-29 16:07:47,-34.57085250,-58.43202810,57,,,,,0,,,,,,,,,,,,
2021-11-29 16:08:36,-34.57378050,-58.43117900,32,8,3,5,241,0,,,,,,,,,,,,
2021-11-29 16:10:39,-34.57524710,-58.43849360,32,16,3,4,310,0,,,,,,,,,,,,
2021-11-29 16:13:09,-34.57120620,-58.44467800,32,16,15,3,299,0,,,,,,,,,,,,
2021-11-29 16:15:25,-34.57229460,-58.44625200,32,17,3,7,206,0,,,,,,,,,,,,
2021-11-29 16:17:37,-34.57851790,-58.44971960,32,21,3,13,206,0,,,,,,,,,,,,
2021-11-29 16:19:54,-34.57910920,-58.45519550,32,19,5,1,289,0,,,,,,,,,,,,
2021-11-29 16:22:13,-34.57833650,-58.45862400,32,15,3,0,273,0,,,,,,,,,,,,
2021-11-29 16:24:14,-34.57835210,-58.46288220,32,17,3,6,264,0,,,,,,,,,,,,
2021-11-29 16:26:34,-34.57952490,-58.47117550,32,22,3,8,236,0,,,,,,,,,,,,
2021-11-29 16:28:37,-34.58284290,-58.47643560,32,24,3,5,227,0,,,,,,,,,,,,
2021-11-29 16:32:41,-34.58959520,-58.48551180,32,28,3,7,232,0,,,,,,,,,,,,
2021-11-29 16:34:45,-34.59431020,-58.49323800,32,29,3,7,236,0,,,,,,,,,,,,
2021-11-29 16:36:13,-34.59791530,-58.49966830,32,,,,,0,,,,,,,,,,,,
2021-11-29 16:39:12,-34.59813940,-58.49961120,8,31,3,0,130,0,,,,,,,,,,,,
2021-11-29 16:51:32,-34.59764430,-58.50011500,35,32,2,,,0,,,,,,,,,,,,
2021-11-29 16:54:03,-34.59786110,-58.49983410,63,,,,,0,,,,,,,,,,,,
2021-11-29 16:56:13,-34.59444930,-58.50354250,48,30,3,,293,0,,,,,,,,,,,,
2021-11-29 16:58:22,-34.59094920,-58.50983460,16,29,3,0,53,0,,,,,,,,,,,,
2021-11-29 17:00:52,-34.58622820,-58.50209710,16,31,3,6,51,0,,,,,,,,,,,,
2021-11-29 17:04:11,-34.58235700,-58.49609720,36,29,2,,,0,,,,,,,,,,,,
2021-11-29 17:09:31,-34.58226270,-58.49564450,35,28,2,,,0,,,,,,,,,,,,
2021-11-29 17:11:42,-34.57781150,-58.48815580,16,29,3,8,54,0,,,,,,,,,,,,
2021-11-29 17:14:08,-34.57642810,-58.48300830,32,26,3,0,128,0,,,,,,,,,,,,
2021-11-29 17:17:17,-34.58181850,-58.47377250,8,24,3,8,109,0,,,,,,,,,,,,
2021-11-29 17:19:44,-34.58515680,-58.46140850,16,25,3,5,91,0,,,,,,,,,,,,
2021-11-29 17:23:06,-34.58494570,-58.45415580,16,24,3,0,143,0,,,,,,,,,,,,
2021-11-29 17:25:12,-34.58174740,-58.45172630,16,25,3,8,27,0,,,,,,,,,,,,
2021-11-29 17:27:35,-34.57375690,-58.44712580,32,21,5,11,26,0,,,,,,,,,,,,
2021-11-29 17:30:16,-34.57050400,-58.44515140,32,16,3,4,27,0,,,,,,,,,,,,
2021-11-29 17:33:23,-34.56654580,-58.43897070,32,14,3,7,136,0,,,,,,,,,,,,
2021-11-29 17:35:43,-34.57266700,-58.43343950,16,8,3,1,142,0,,,,,,,,,,,,
2021-11-29 17:37:03,-34.57053580,-58.43230760,36,,,,,0,,,,,,,,,,,,
2021-11-29 17:37:05,-34.57045860,-58.43220230,53,,,,,0,,,,,,,,,,,,
2021-11-29 17:37:49,-34.57066050,-58.43178780,24,6,3,0,151,0,,,,,,,,,,,,
2021-11-29 17:40:32,-34.57094650,-58.43168140,48,6,3,0,,0,,,,,,,,,,,,
2021-11-29 18:37:54,-34.57015980,-58.43241370,31,9,16,,,0,,,,,,,,,,,,
2021-11-29 18:57:46,-34.57072610,-58.43190100,35,9,11,,,0,,,,,,,,,,,,
2021-11-29 19:01:58,-34.57064870,-58.43189250,35,8,13,,,0,,,,,,,,,,,,
2021-11-29 19:03:57,-34.57076880,-58.43168380,35,7,17,,,0,,,,,,,,,,,,
2021-11-29 19:05:28,-34.57045860,-58.43220230,53,,,,,0,,,,,,,,,,,,
2021-11-29 19:06:45,-34.56666330,-58.43279670,96,6,3,0,,0,,,,,,,,,,,,
2021-11-29 19:10:38,-34.55876900,-58.44591180,40,,,,,0,,,,,,,,,,,,
2021-11-29 19:13:31,-34.55860740,-58.44598360,35,8,15,,,0,,,,,,,,,,,,
2021-11-29 19:15:53,-34.55998610,-58.44494260,35,,,,,0,,,,,,,,,,,,
2021-11-29 19:17:25,-34.56434550,-58.43542910,35,7,14,,,0,,,,,,,,,,,,
2021-11-29 19:19:34,-34.56726430,-58.43072290,35,6,14,,,0,,,,,,,,,,,,
2021-11-29 19:20:37,-34.56993670,-58.43234320,35,,,,,0,,,,,,,,,,,,
2021-11-29 19:22:03,-34.57072450,-58.43165280,35,7,16,,,0,,,,,,,,,,,,
2021-11-29 19:24:56,-34.57079550,-58.43179930,35,8,14,,,0,,,,,,,,,,,,
2021-11-29 19:33:55,-34.57016700,-58.43241370,31,9,12,,,0,,,,,,,,,,,,
2021-11-29 19:36:35,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 19:40:55,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 20:08:46,-34.57016700,-58.43241370,31,9,12,,,0,,,,,,,,,,,,
2021-11-29 20:33:29,-34.57016700,-58.43241370,31,9,13,,,0,,,,,,,,,,,,
2021-11-29 21:29:29,-34.57069740,-58.43193780,35,9,12,,,0,,,,,,,,,,,,
2021-11-29 21:31:52,-34.57062740,-58.43204990,35,9,14,,,0,,,,,,,,,,,,
2021-11-29 21:37:10,-34.57108000,-58.43289840,35,8,18,,,0,,,,,,,,,,,,
2021-11-29 21:39:29,-34.57072040,-58.43160120,35,7,18,,,0,,,,,,,,,,,,
2021-11-29 21:44:04,-34.56969480,-58.43081010,96,18,59,2,,0,,,,,,,,,,,,
2021-11-29 21:47:53,-34.57056640,-58.43161490,35,7,17,,,0,,,,,,,,,,,,
2021-11-29 21:50:12,-34.57016700,-58.43241370,31,9,14,,,0,,,,,,,,,,,,
2021-11-29 21:53:46,-34.57016700,-58.43241370,31,10,15,,,0,,,,,,,,,,,,
2021-11-29 22:19:35,-34.57067010,-58.43192460,35,9,12,,,0,,,,,,,,,,,,
2021-11-29 22:27:14,-34.57055880,-58.43221640,44,,,,,0,,,,,,,,,,,,
2021-11-29 22:30:26,-34.56498050,-58.43428800,37,8,17,,,0,,,,,,,,,,,,
2021-11-29 22:32:42,-34.55884280,-58.44588490,20,,,,,0,,,,,,,,,,,,
2021-11-29 22:35:14,-34.55890350,-58.44578290,35,7,16,,,0,,,,,,,,,,,,
2021-11-29 22:40:05,-34.56037980,-58.44452300,12,,,,,0,,,,,,,,,,,,
2021-11-29 22:41:49,-34.56605540,-58.43252540,35,7,17,,,0,,,,,,,,,,,,
2021-11-29 22:44:07,-34.56996990,-58.43236330,35,,,,,0,,,,,,,,,,,,
2021-11-29 22:46:17,-34.57077020,-58.43170760,35,7,16,,,0,,,,,,,,,,,,
2021-11-29 22:48:27,-34.57078410,-58.43171970,35,7,16,,,0,,,,,,,,,,,,
2021-11-29 22:55:28,-34.57085110,-58.43172390,35,7,17,,,0,,,,,,,,,,,,
2021-11-29 22:58:48,-34.57073860,-58.43185370,35,9,6,,,0,,,,,,,,,,,,
2021-11-29 23:05:29,-34.57083610,-58.43165370,35,9,15,,,0,,,,,,,,,,,,
2021-11-29 23:09:26,-34.57036700,-58.43241900,37,10,16,,,0,,,,,,,,,,,,
2021-11-29 23:13:21,-34.57052810,-58.43237490,35,10,7,,,0,,,,,,,,,,,,
2021-11-30 00:43:54,-34.57068870,-58.43190540,35,7,16,,,0,,,,,,,,,,,,
2021-11-30 01:08:44,-34.57101390,-58.43190360,35,7,16,,,0,,,,,,,,,,,,
2021-11-30 01:10:57,-34.57057680,-58.43227850,35,9,15,,,0,,,,,,,,,,,,
2021-11-30 01:12:59,-34.57065730,-58.43194340,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 01:16:18,-34.57071360,-58.43191710,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 01:56:30,-34.57065160,-58.43162950,44,8,6,,,0,,,,,,,,,,,,
2021-11-30 02:03:50,-34.57069050,-58.43178950,35,8,14,,,0,,,,,,,,,,,,
2021-11-30 02:06:26,-34.57036700,-58.43241900,37,9,14,,,0,,,,,,,,,,,,
2021-11-30 02:08:25,-34.57069610,-58.43178060,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 02:10:54,-34.57076270,-58.43172180,35,8,13,,,0,,,,,,,,,,,,
2021-11-30 02:12:54,-34.57075240,-58.43173980,36,9,13,,,0,,,,,,,,,,,,
2021-11-30 02:16:39,-34.57036700,-58.43241900,37,9,12,,,0,,,,,,,,,,,,
2021-11-30 02:19:04,-34.57075290,-58.43171810,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 02:25:10,-34.57036700,-58.43241900,37,9,14,,,0,,,,,,,,,,,,
2021-11-30 02:36:45,-34.57076390,-58.43182340,35,9,14,,,0,,,,,,,,,,,,
2021-11-30 02:38:43,-34.57071530,-58.43185890,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 02:46:57,-34.57036700,-58.43241900,37,9,14,,,0,,,,,,,,,,,,
2021-11-30 02:48:53,-34.57072180,-58.43188320,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 02:57:44,-34.57036700,-58.43241900,37,9,16,,,0,,,,,,,,,,,,
2021-11-30 03:01:52,-34.57070300,-58.43180900,35,9,14,,,0,,,,,,,,,,,,
2021-11-30 03:12:25,-34.57036700,-58.43241900,37,9,16,,,0,,,,,,,,,,,,
2021-11-30 03:14:23,-34.57069870,-58.43177690,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 03:17:11,-34.57070140,-58.43174370,35,8,13,,,0,,,,,,,,,,,,
2021-11-30 03:20:42,-34.57077720,-58.43163990,35,8,15,,,0,,,,,,,,,,,,
2021-11-30 03:22:45,-34.57077000,-58.43139860,48,47,121,,,0,,,,,,,,,,,,
2021-11-30 03:32:23,-34.57055480,-58.43159860,35,7,14,,,0,,,,,,,,,,,,
2021-11-30 03:35:16,-34.57041650,-58.43274030,35,7,14,,,0,,,,,,,,,,,,
2021-11-30 03:38:21,-34.57171480,-58.43248830,35,8,14,,,0,,,,,,,,,,,,
2021-11-30 03:40:36,-34.57251290,-58.43292890,24,8,3,0,2,0,,,,,,,,,,,,
2021-11-30 03:44:06,-34.57173100,-58.43247090,35,8,12,,,0,,,,,,,,,,,,
2021-11-30 03:46:19,-34.57103020,-58.43187450,35,7,11,,,0,,,,,,,,,,,,
2021-11-30 03:53:50,-34.57064160,-58.43192950,35,8,11,,,0,,,,,,,,,,,,
2021-11-30 03:55:57,-34.57065850,-58.43207550,35,10,13,,,0,,,,,,,,,,,,
2021-11-30 04:37:37,-34.57070760,-58.43174510,35,8,11,,,0,,,,,,,,,,,,
2021-11-30 04:43:57,-34.57055130,-58.43240230,35,10,14,,,0,,,,,,,,,,,,
2021-11-30 04:47:54,-34.57070540,-58.43196630,35,9,14,,,0,,,,,,,,,,,,
2021-11-30 04:49:55,-34.57036700,-58.43241900,37,9,13,,,0,,,,,,,,,,,,
2021-11-30 04:52:16,-34.57072130,-58.43185510,35,9,15,,,0,,,,,,,,,,,,
2021-11-30 05:01:27,-34.57070030,-58.43190430,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 05:11:33,-34.57068220,-58.43200380,35,9,13,,,0,,,,,,,,,,,,
2021-11-30 05:21:29,-34.57074110,-58.43182400,35,9,17,,,0,,,,,,,,,,,,
2021-11-30 05:23:29,-34.57036700,-58.43241900,37,10,14,,,0,,,,,,,,,,,,
2021-11-30 05:30:44,-34.57070180,-58.43181060,35,9,14,,,0,,,,,,,,,,,,
2021-11-30 05:44:20,-34.57052300,-58.43246320,35,10,7,,,0,,,,,,,,,,,,
2021-11-30 14:24:46,-34.57054530,-58.43235750,35,10,11,,,0,,,,,,,,,,,,
2021-11-30 14:26:50,-34.57036700,-58.43241900,37,10,13,,,0,,,,,,,,,,,,
2021-11-30 14:34:18,-34.57070170,-58.43195440,35,9,15,,,0,,,,,,,,,,,,
2021-11-30 15:41:37,-34.57130450,-58.43215500,35,7,16,,,0,,,,,,,,,,,,
2021-11-30 15:45:44,-34.57063200,-58.43163170,35,7,14,,,0,,,,,,,,,,,,
2021-11-30 15:48:31,-34.57066480,-58.43218440,46,,,,,0,,,,,,,,,,,,
2021-11-30 15:49:56,-34.56644990,-58.43251410,35,8,16,,,0,,,,,,,,,,,,
2021-11-30 15:52:02,-34.56852600,-58.42825700,32,20,131,13,,0,,,,,,,,,,,,
2021-11-30 15:54:58,-34.57350560,-58.41824710,24,5,3,8,120,0,,,,,,,,,,,,
2021-11-30 15:57:33,-34.58038590,-58.40451240,96,6,3,,,0,,,,,,,,,,,,
2021-11-30 16:00:20,-34.58028610,-58.40311860,35,8,16,,,0,,,,,,,,,,,,
2021-11-30 16:00:34,-34.57720060,-58.40299280,43,,,,,0,,,,,,,,,,,,
2021-11-30 16:02:20,-34.57709170,-58.40330370,35,8,16,,,0,,,,,,,,,,,,
2021-11-30 16:06:26,-34.57708610,-58.40321350,35,8,15,,,0,,,,,,,,,,,,
2021-11-30 16:09:42,-34.57772170,-58.40285150,35,8,35,,,0,,,,,,,,,,,,
2021-11-30 16:15:58,-34.57727600,-58.40295720,35,8,15,,,0,,,,,,,,,,,,
2021-11-30 16:19:54,-34.57726360,-58.40336600,35,8,13,,,0,,,,,,,,,,,,
2021-11-30 16:22:26,-34.57706970,-58.40303340,35,8,14,,,0,,,,,,,,,,,,
2021-11-30 16:34:00,-34.57747410,-58.40317770,58,8,14,,,0,,,,,,,,,,,,
2021-11-30 16:36:39,-34.57775320,-58.40281890,35,8,15,,,0,,,,,,,,,,,,
2021-11-30 16:39:26,-34.57700270,-58.40304780,35,8,13,,,0,,,,,,,,,,,,
2021-11-30 16:54:20,-34.57875580,-58.40274300,35,8,11,,,0,,,,,,,,,,,,
2021-11-30 16:55:46,-34.57729160,-58.40309440,57,,,,,0,,,,,,,,,,,,
2021-11-30 16:56:50,-34.57290630,-58.41009360,96,4,3,10,,0,,,,,,,,,,,,
2021-11-30 16:59:26,-34.57186520,-58.42126750,48,6,3,19,,0,,,,,,,,,,,,
2021-11-30 17:03:02,-34.57049680,-58.43240690,35,,,,,0,,,,,,,,,,,,
2021-11-30 17:04:05,-34.57076800,-58.43164520,35,8,15,,,0,,,,,,,,,,,,
2021-11-30 17:06:27,-34.57067390,-58.43188520,35,7,16,,,0,,,,,,,,,,,,
2021-11-30 18:08:46,-34.57046350,-58.43167560,35,7,15,,,0,,,,,,,,,,,,
2021-11-30 18:11:12,-34.57066320,-58.43205190,35,10,12,,,0,,,,,,,,,,,,
2021-11-30 18:14:43,-34.57064670,-58.43182020,35,8,15,,,0,,,,,,,,,,,,
2021-11-30 18:22:49,-34.57050630,-58.43239590,35,10,13,,,0,,,,,,,,,,,,
2021-11-30 18:43:23,-34.57061850,-58.43211980,35,10,14,,,0,,,,,,,,,,,,
2021-11-30 18:45:55,-34.57084830,-58.43162200,35,8,10,,,0,,,,,,,,,,,,
2021-11-30 18:48:17,-34.57036700,-58.43241900,37,9,16,,,0,,,,,,,,,,,,
2021-11-30 18:51:38,-34.57068920,-58.43201940,36,9,14,,,0,,,,,,,,,,,,
2021-11-30 19:01:43,-34.57056120,-58.43240160,35,9,15,,,0,,,,,,,,,,,,
2021-11-30 20:21:00,-34.57036700,-58.43241900,37,9,13,,,0,,,,,,,,,,,,
2021-11-30 20:23:21,-34.57158080,-58.43226760,16,7,3,1,,0,,,,,,,,,,,,
2021-11-30 20:24:36,-34.57054580,-58.43219890,43,,,,,0,,,,,,,,,,,,
2021-11-30 20:27:40,-34.57413030,-58.41697340,16,1,22,7,112,0,,,,,,,,,,,,
2021-11-30 20:29:45,-34.57914420,-58.40644900,48,8,3,4,,0,,,,,,,,,,,,
2021-11-30 20:31:47,-34.58149850,-58.40320000,128,5,3,7,,0,,,,,,,,,,,,
2021-11-30 20:34:49,-34.58586190,-58.38742480,40,10,15,,,0,,,,,,,,,,,,
2021-11-30 20:39:05,-34.59287640,-58.38445120,35,27,17,,,0,,,,,,,,,,,,
2021-11-30 20:42:34,-34.59441440,-58.38413860,35,27,17,,,0,,,,,,,,,,,,
2021-11-30 20:44:59,-34.59415410,-58.38095270,35,,,,,0,,,,,,,,,,,,
2021-11-30 20:46:10,-34.59483620,-58.38022390,35,24,17,,,0,,,,,,,,,,,,
2021-11-30 20:48:22,-34.59412480,-58.38002020,35,26,17,,,0,,,,,,,,,,,,
2021-11-30 20:51:39,-34.59413370,-58.38067310,35,25,15,,,0,,,,,,,,,,,,
2021-11-30 21:16:15,-34.59414500,-58.38164790,35,25,3,,,0,,,,,,,,,,,,
2021-11-30 22:29:26,-34.59421060,-58.38134360,35,24,11,,,0,,,,,,,,,,,,
2021-11-30 22:31:38,-34.59485330,-58.38017740,68,26,16,,,0,,,,,,,,,,,,
2021-11-30 22:35:15,-34.59422850,-58.38124280,76,,,,,0,,,,,,,,,,,,
